"","species_name","range_size","aoo","sexual_system"
"29741","Pelargonium aestivale",4,10000,NA
"29742","Pelargonium album",1,2500,NA
"29743","Pelargonium alchemilloides",104,250000,NA
"29744","Pelargonium alpinum",2,5000,NA
"29745","Pelargonium alternans",25,60000,NA
"29746","Pelargonium althaeoides",15,25000,NA
"29747","Pelargonium anethifolium",9,20000,NA
"29748","Pelargonium antidysentericum",7,12500,NA
"29749","Pelargonium appendiculatum",2,5000,NA
"29750","Pelargonium aristatum",3,5000,NA
"29751","Pelargonium asarifolium",8,15000,NA
"29752","Pelargonium auritum",3,7500,NA
"29753","Pelargonium australe",306,827500,"hermaphroditism"
"29754","Pelargonium bowkeri",7,17500,"hermaphroditism"
"29755","Pelargonium caffrum",5,15000,NA
"29756","Pelargonium caledonicum",8,17500,NA
"29757","Pelargonium candicans",33,90000,NA
"29758","Pelargonium capitatum",134,340000,NA
"29759","Pelargonium carneum",19,50000,NA
"29760","Pelargonium carnosum",34,85000,NA
"29761","Pelargonium caroli-henrici",3,7500,NA
"29762","Pelargonium caylae",NA,NA,NA
"29763","Pelargonium citronellum",24,57500,"hermaphroditism"
"29764","Pelargonium columbinum",14,30000,NA
"29765","Pelargonium confertum",3,5000,NA
"29766","Pelargonium connivens",1,2500,NA
"29767","Pelargonium coronopifolium",10,27500,NA
"29768","Pelargonium cortusifolium",3,5000,NA
"29769","Pelargonium cotyledonis",NA,NA,"hermaphroditism"
"29770","Pelargonium crassicaule",9,20000,NA
"29771","Pelargonium crassipes",2,2500,NA
"29772","Pelargonium crithmifolium",40,97500,"hermaphroditism"
"29773","Pelargonium cucullatum",21,55000,NA
"29774","Pelargonium denticulatum",9,22500,"hermaphroditism"
"29775","Pelargonium desertorum",2,5000,"hermaphroditism"
"29776","Pelargonium dichondrifolium",7,15000,NA
"29777","Pelargonium dolomiticum",20,40000,NA
"29778","Pelargonium drummondii",6,10000,NA
"29779","Pelargonium echinatum",26,57500,"hermaphroditism"
"29780","Pelargonium ellaphieae",4,7500,NA
"29781","Pelargonium endlicherianum",7,17500,NA
"29782","Pelargonium exstipulatum",8,22500,NA
"29783","Pelargonium fasciculaceum",4,7500,NA
"29784","Pelargonium fergusoniae",9,17500,NA
"29785","Pelargonium fissifolium",6,7500,NA
"29786","Pelargonium frutetorum",4,7500,NA
"29787","Pelargonium fulgidum",20,47500,NA
"29788","Pelargonium fumariifolium",2,5000,NA
"29789","Pelargonium gibbosum",16,32500,NA
"29790","Pelargonium glabriphyllum",NA,NA,NA
"29791","Pelargonium glechomoides",2,5000,NA
"29792","Pelargonium grandiflorum",13,30000,NA
"29793","Pelargonium graveolens",64,165000,"hermaphroditism"
"29794","Pelargonium grenvillei",NA,NA,NA
"29795","Pelargonium grossularioides",68,185000,NA
"29796","Pelargonium hermanniifolium",8,17500,NA
"29797","Pelargonium hispidum",15,35000,NA
"29798","Pelargonium hypoleucum",7,15000,NA
"29799","Pelargonium hystrix",4,7500,"hermaphroditism"
"29800","Pelargonium incarnatum",7,15000,NA
"29801","Pelargonium incrassatum",12,25000,NA
"29802","Pelargonium inodorum",211,560000,"hermaphroditism"
"29803","Pelargonium ionidiflorum",3,7500,"hermaphroditism"
"29804","Pelargonium karooicum",25,57500,NA
"29805","Pelargonium klinghardtense",5,7500,NA
"29806","Pelargonium laevigatum",15,35000,NA
"29807","Pelargonium lanceolatum",5,12500,NA
"29808","Pelargonium leipoldtii",6,12500,NA
"29809","Pelargonium leptum",1,2500,NA
"29810","Pelargonium littorale",9,20000,NA
"29811","Pelargonium lobatum",34,95000,"hermaphroditism"
"29812","Pelargonium longiflorum",5,10000,NA
"29813","Pelargonium luridum",112,270000,"hermaphroditism"
"29814","Pelargonium luteolum",12,25000,NA
"29815","Pelargonium luteum",1,2500,NA
"29816","Pelargonium minimum",23,50000,NA
"29817","Pelargonium mollicomum",3,10000,NA
"29818","Pelargonium moniliforme",17,40000,NA
"29819","Pelargonium multiradiatum",9,22500,NA
"29820","Pelargonium mutans",NA,NA,NA
"29821","Pelargonium myrrhifolium",30,65000,NA
"29822","Pelargonium nanum",26,62500,NA
"29823","Pelargonium nervifolium",7,17500,"hermaphroditism"
"29824","Pelargonium oblongatum",4,5000,"hermaphroditism"
"29825","Pelargonium odoratissimum",23,60000,NA
"29826","Pelargonium otaviense",3,5000,NA
"29827","Pelargonium ovale",14,32500,NA
"29828","Pelargonium paniculatum",2,5000,NA
"29829","Pelargonium parvipetalum",5,10000,NA
"29830","Pelargonium peltatum",95,247500,"hermaphroditism"
"29831","Pelargonium petroselinifolium",2,2500,"hermaphroditism"
"29832","Pelargonium pinnatum",23,50000,"hermaphroditism"
"29833","Pelargonium praemorsum",7,17500,NA
"29834","Pelargonium proliferum",13,32500,"hermaphroditism"
"29835","Pelargonium punctatum",2,5000,"hermaphroditism"
"29836","Pelargonium quarciticola",1,2500,NA
"29837","Pelargonium quercetorum",NA,NA,NA
"29838","Pelargonium quercifolium",24,60000,"hermaphroditism"
"29839","Pelargonium quinquelobatum",12,27500,NA
"29840","Pelargonium radens",24,55000,NA
"29841","Pelargonium radiatum",2,2500,NA
"29842","Pelargonium ranunculophyllum",35,77500,NA
"29843","Pelargonium rapaceum",44,102500,NA
"29844","Pelargonium redactum",7,10000,NA
"29845","Pelargonium reflexipetalum",1,2500,"hermaphroditism"
"29846","Pelargonium reniforme",33,82500,NA
"29847","Pelargonium schizopetalum",9,20000,NA
"29848","Pelargonium sericifolium",5,10000,"hermaphroditism"
"29849","Pelargonium sibthorpiifolium",5,7500,NA
"29850","Pelargonium spinosum",13,30000,NA
"29851","Pelargonium stipulaceum",5,10000,"hermaphroditism"
"29852","Pelargonium suburbanum",8,15000,NA
"29853","Pelargonium tenuicaule",2,5000,NA
"29854","Pelargonium ternatum",6,15000,NA
"29855","Pelargonium ternifolium",8,15000,NA
"29856","Pelargonium tetragonum",23,50000,NA
"29857","Pelargonium tomentosum",38,92500,NA
"29858","Pelargonium tongaense",7,15000,NA
"29859","Pelargonium transvaalense",1,2500,NA
"29860","Pelargonium triandrum",4,5000,NA
"29861","Pelargonium trifidum",13,32500,NA
"29862","Pelargonium triphyllum",4,12500,NA
"29863","Pelargonium triste",53,117500,NA
"29864","Pelargonium undulatum",6,12500,NA
"29865","Pelargonium vinaceum",2,2500,NA
"29866","Pelargonium violiflorum",3,5000,NA
"29867","Pelargonium vitifolium",13,35000,"hermaphroditism"
"29868","Pelargonium xerophyton",16,27500,"hermaphroditism"
"29869","Pelargonium zonale",95,242500,"hermaphroditism"
"29870","Pellacalyx axillaris",2,5000,NA
"29871","Pellacalyx saccardianus",3,7500,NA
"29872","Pellacalyx yunnanensis",NA,NA,"hermaphroditism"
"29873","Pellionia viridis",NA,NA,NA
"29874","Peltaea ovata",3,5000,NA
"29875","Peltaea trinervis",6,15000,"hermaphroditism"
"29876","Peltandra virginica",485,1315000,"monoecy"
"29877","Peltaria alliacea",30,72500,"hermaphroditism"
"29878","Peltariopsis planisiliqua",NA,NA,NA
"29879","Peltogyne altissima",3,7500,NA
"29880","Peltogyne campestris",NA,NA,NA
"29881","Peltogyne catingae",4,10000,NA
"29882","Peltogyne chrysopis",NA,NA,NA
"29883","Peltogyne discolor",NA,NA,NA
"29884","Peltogyne excelsa",NA,NA,NA
"29885","Peltogyne gracilipes",2,2500,NA
"29886","Peltogyne heterophylla",NA,NA,NA
"29887","Peltogyne maranhensis",NA,NA,NA
"29888","Peltogyne mexicana",3,7500,NA
"29889","Peltogyne paniculata",21,45000,NA
"29890","Peltogyne paradoxa",NA,NA,NA
"29891","Peltogyne pauciflora",10,15000,NA
"29892","Peltogyne purpurea",5,10000,NA
"29893","Peltogyne subsessilis",NA,NA,NA
"29894","Peltogyne venosa",18,40000,NA
"29895","Peltophorum africanum",129,317500,"hermaphroditism"
"29896","Peltophorum dasyrhachis",8,20000,"hermaphroditism"
"29897","Peltophorum dubium",124,302500,"hermaphroditism"
"29898","Peltophorum pterocarpum",281,690000,"hermaphroditism"
"29899","Peltostigma guatemalense",2,5000,NA
"29900","Pemphis acidula",NA,NA,"hermaphroditism"
"29901","Penaea acutifolia",2,7500,NA
"29902","Penaea cneorum",20,50000,NA
"29903","Penaea dahlgrenii",1,2500,NA
"29904","Penaea mucronata",16,42500,NA
"29905","Pennellia longifolia",31,72500,"hermaphroditism"
"29906","Pennellia micrantha",10,22500,"hermaphroditism"
"29907","Pentabrachion reticulatum",2,2500,NA
"29908","Pentace polyantha",NA,NA,NA
"29909","Pentachondra involucrata",19,42500,NA
"29910","Pentachondra pumila",123,317500,NA
"29911","Pentaclethra macroloba",40,82500,NA
"29912","Pentaclethra macrophylla",95,222500,NA
"29913","Pentactina rupicola",NA,NA,NA
"29914","Pentacyphus andinus",5,12500,"hermaphroditism"
"29915","Pentacyphus lehmannii",NA,NA,NA
"29916","Pentadesma butyracea",70,170000,NA
"29917","Pentadiplandra brazzeana",NA,NA,NA
"29918","Pentalinon luteum",100,230000,"hermaphroditism"
"29919","Pentameris acinosa",1,2500,NA
"29920","Pentameris alticola",NA,NA,NA
"29921","Pentameris ampla",1,2500,NA
"29922","Pentameris andringitrensis",1,2500,NA
"29923","Pentameris argentea",NA,NA,NA
"29924","Pentameris aristidoides",3,5000,NA
"29925","Pentameris aristifolia",NA,NA,NA
"29926","Pentameris aspera",NA,NA,NA
"29927","Pentameris aurea",2,5000,NA
"29928","Pentameris basutorum",NA,NA,NA
"29929","Pentameris borussica",1,2500,NA
"29930","Pentameris calcicola",2,5000,NA
"29931","Pentameris capensis",5,12500,NA
"29932","Pentameris capillaris",NA,NA,NA
"29933","Pentameris caulescens",NA,NA,NA
"29934","Pentameris chippindalliae",NA,NA,NA
"29935","Pentameris clavata",NA,NA,NA
"29936","Pentameris colorata",8,17500,NA
"29937","Pentameris dregeana",3,5000,NA
"29938","Pentameris ecklonii",3,7500,NA
"29939","Pentameris exserta",1,2500,NA
"29940","Pentameris galpinii",4,10000,NA
"29941","Pentameris glacialis",NA,NA,NA
"29942","Pentameris heptamera",1,5000,NA
"29943","Pentameris hirtiglumis",NA,NA,NA
"29944","Pentameris horrida",1,2500,NA
"29945","Pentameris insularis",1,2500,NA
"29946","Pentameris longiglumis",NA,NA,NA
"29947","Pentameris longipes",NA,NA,NA
"29948","Pentameris macrocalycina",11,22500,NA
"29949","Pentameris malouinensis",3,7500,NA
"29950","Pentameris microphylla",NA,NA,NA
"29951","Pentameris minor",1,2500,NA
"29952","Pentameris montana",1,2500,NA
"29953","Pentameris natalensis",1,2500,NA
"29954","Pentameris oreodoxa",2,2500,NA
"29955","Pentameris oreophila",1,2500,NA
"29956","Pentameris pallida",30,72500,NA
"29957","Pentameris pictigluma",2,2500,NA
"29958","Pentameris praecox",NA,NA,NA
"29959","Pentameris pseudopallescens",NA,NA,NA
"29960","Pentameris pungens",1,2500,NA
"29961","Pentameris pusilla",2,5000,NA
"29962","Pentameris pyrophila",NA,NA,NA
"29963","Pentameris reflexa",NA,NA,NA
"29964","Pentameris rosea",NA,NA,NA
"29965","Pentameris scandens",NA,NA,NA
"29966","Pentameris setifolia",2,5000,NA
"29967","Pentameris swartbergensis",1,2500,NA
"29968","Pentameris thuarii",8,15000,NA
"29969","Pentameris tomentella",2,5000,NA
"29970","Pentameris trifida",NA,NA,NA
"29971","Pentameris triseta",2,2500,NA
"29972","Pentameris tysonii",2,5000,NA
"29973","Pentameris velutina",NA,NA,NA
"29974","Pentameris veneta",NA,NA,NA
"29975","Pentanopsis fragrans",NA,NA,NA
"29976","Pentapetes phoenicea",24,57500,"hermaphroditism"
"29977","Pentaplaris doroteae",2,5000,NA
"29978","Pentaspadon annamense",NA,NA,NA
"29979","Pentaspadon poilanei",NA,NA,NA
"29980","Pentatropis nivalis",24,57500,NA
"29981","Pentodon pentandrus",92,227500,NA
"29982","Pentopetia grevei",11,25000,"hermaphroditism"
"29983","Peplonia asteria",NA,NA,NA
"29984","Peplonia organensis",NA,NA,NA
"29985","Peponidium buxifolium",2,5000,NA
"29986","Peponidium crassifolium",NA,NA,NA
"29987","Peponidium cystiporon",4,10000,NA
"29988","Peponidium horridum",3,7500,NA
"29989","Peponidium madagascariense",NA,NA,NA
"29990","Peponidium velutinum",1,2500,NA
"29991","Peponidium venulosum",1,2500,NA
"29992","Peponium mackenii",2,5000,NA
"29993","Pera bicolor",8,17500,NA
"29994","Pera bumeliifolia",NA,NA,NA
"29995","Pera ekmanii",NA,NA,NA
"29996","Pera glabrata",61,147500,NA
"29997","Pera heteranthera",NA,NA,NA
"29998","Pera ovalifolia",NA,NA,NA
"29999","Peraphyllum ramosissimum",41,90000,"hermaphroditism"
"30000","Perebea angustifolia",19,47500,NA
"30001","Perebea guianensis",54,117500,NA
"30002","Perebea humilis",1,2500,NA
"30003","Perebea longepedunculata",6,15000,NA
"30004","Perebea mollis",14,30000,NA
"30005","Perebea rubra",2,5000,NA
"30006","Perebea tessmannii",3,7500,NA
"30007","Perebea xanthochyma",68,150000,NA
"30008","Pergularia daemia",276,657500,NA
"30009","Periandra coccinea",24,55000,"hermaphroditism"
"30010","Perianthomega vellozoi",2,5000,NA
"30011","Periballia involucrata",81,197500,NA
"30012","Pericalymma crassipes",2,7500,NA
"30013","Pericalymma ellipticum",29,57500,NA
"30014","Pericalymma spongiocaule",1,2500,NA
"30015","Pericopsis angolensis",10,22500,NA
"30016","Pericopsis elata",17,35000,NA
"30017","Pericopsis laxiflora",198,482500,NA
"30018","Perideridia americana",52,102500,NA
"30019","Perideridia bacigalupii",NA,NA,NA
"30020","Perideridia bolanderi",12,25000,NA
"30021","Perideridia californica",7,12500,NA
"30022","Perideridia erythrorhiza",NA,NA,NA
"30023","Perideridia gairdneri",88,225000,NA
"30024","Perideridia howellii",NA,NA,NA
"30025","Perideridia kelloggii",19,40000,NA
"30026","Perideridia lemmonii",3,5000,NA
"30027","Perideridia leptocarpa",NA,NA,NA
"30028","Perideridia oregana",3,7500,NA
"30029","Perideridia parishii",11,27500,NA
"30030","Perideridia pringlei",3,7500,NA
"30031","Periploca graeca",212,562500,"hermaphroditism"
"30032","Periploca laevigata",72,165000,NA
"30033","Periptera punicea",16,40000,"hermaphroditism"
"30034","Perotis hildebrandtii",16,37500,NA
"30035","Perotis hordeiformis",NA,NA,"hermaphroditism"
"30036","Perotis indica",44,102500,"hermaphroditism"
"30037","Perotis patens",95,227500,NA
"30038","Perotis rara",283,660000,"hermaphroditism"
"30039","Perriera madagascariensis",NA,NA,NA
"30040","Perrierbambus madagascariensis",NA,NA,NA
"30041","Perrierophytum humbertii",3,2500,NA
"30042","Perrierophytum rubrum",NA,NA,NA
"30043","Perrottetia arisanensis",15,35000,"monoecy"
"30044","Perrottetia racemosa",NA,NA,"dioecy"
"30045","Pervillaea decaryi",1,2500,NA
"30046","Pervillaea phillipsonii",NA,NA,NA
"30047","Pervillaea tomentosa",1,2500,NA
"30048","Pervillaea venenata",7,17500,NA
"30049","Petaladenium urceoliferum",NA,NA,NA
"30050","Petalostelma martianum",NA,NA,NA
"30051","Petalostelma sarcostemma",NA,NA,NA
"30052","Petalostigma pubescens",411,977500,NA
"30053","Petalostylis cassioides",109,262500,NA
"30054","Petalostylis labicheoides",61,150000,NA
"30055","Petchia ceylanica",NA,NA,NA
"30056","Petelotiella tonkinensis",NA,NA,NA
"30057","Petenaea cordata",4,7500,NA
"30058","Peteria glandulosa",2,5000,NA
"30059","Peteria scoparia",7,15000,NA
"30060","Peteria thomsonae",NA,NA,NA
"30061","Petiniotia purpurascens",NA,NA,NA
"30062","Petrocallis pyrenaica",52,145000,"hermaphroditism"
"30063","Petroedmondia syriaca",1,2500,NA
"30064","Petrophytum caespitosum",178,457500,"hermaphroditism"
"30065","Petrophytum cinerascens",1,2500,"hermaphroditism"
"30066","Petrophytum hendersonii",4,5000,"hermaphroditism"
"30067","Petteria ramentacea",11,22500,NA
"30068","Petunia altiplana",2,5000,NA
"30069","Petunia axillaris",113,290000,"hermaphroditism"
"30070","Petunia bonjardinensis",NA,NA,NA
"30071","Petunia exserta",NA,NA,NA
"30072","Petunia integrifolia",96,252500,"hermaphroditism"
"30073","Petunia mantiqueirensis",NA,NA,NA
"30074","Petunia reitzii",1,2500,NA
"30075","Petunia saxicola",NA,NA,NA
"30076","Petunia scheideana",3,7500,NA
"30077","Petunia secreta",NA,NA,NA
"30078","Peucedanum cervaria",450,1377500,NA
"30079","Peucedanum coriaceum",3,2500,"hermaphroditism"
"30080","Peucedanum dissolutum",NA,NA,"hermaphroditism"
"30081","Peucedanum gallicum",152,412500,"hermaphroditism"
"30082","Peucedanum ledebourielloides",NA,NA,"hermaphroditism"
"30083","Peucedanum morisonii",183,517500,"hermaphroditism"
"30084","Peucedanum officinale",208,560000,NA
"30085","Peucedanum songpanense",NA,NA,"hermaphroditism"
"30086","Peucedanum zedelmeierianum",NA,NA,NA
"30087","Peyritschia deyeuxioides",5,10000,NA
"30088","Peyritschia pringlei",3,7500,NA
"30089","Phacelurus digitatus",NA,NA,NA
"30090","Phacelurus latifolius",37,80000,"monoecy"
"30091","Phaenosperma globosum",9,22500,"hermaphroditism"
"30092","Phainantha laxiflora",NA,NA,NA
"30093","Phainantha shuariorum",NA,NA,NA
"30094","Phalaris amethystina",1,2500,NA
"30095","Phalaris angusta",82,202500,NA
"30096","Phalaris aquatica",623,1675000,"hermaphroditism"
"30097","Phalaris arundinacea",4638,14932500,"hermaphroditism"
"30098","Phalaris brachystachys",206,537500,NA
"30099","Phalaris californica",4,10000,NA
"30100","Phalaris canariensis",1070,3267500,"hermaphroditism"
"30101","Phalaris caroliniana",143,385000,NA
"30102","Phalaris coerulescens",207,532500,NA
"30103","Phalaris lemmonii",8,20000,NA
"30104","Phalaris lindigii",NA,NA,NA
"30105","Phalaris maderensis",2,2500,NA
"30106","Phalaris minor",583,1575000,"hermaphroditism"
"30107","Phalaris paradoxa",519,1400000,"monoecy"
"30108","Phalaris peruviana",NA,NA,NA
"30109","Phalaris platensis",NA,NA,NA
"30110","Phalaris truncata",18,47500,NA
"30111","Phaleria capitata",1,2500,"hermaphroditism"
"30112","Phaleria chermsideana",12,27500,NA
"30113","Phaleria macrocarpa",21,50000,"hermaphroditism"
"30114","Phanera bracteata",2,5000,NA
"30115","Phanera burbidgei",NA,NA,NA
"30116","Phanera erythropoda",NA,NA,NA
"30117","Phanera ferruginea",1,2500,NA
"30118","Phanera integrifolia",1,2500,NA
"30119","Phanera nervosa",NA,NA,NA
"30120","Phanera pyrrhoclada",NA,NA,NA
"30121","Phanera semibifida",7,15000,NA
"30122","Phanera vahlii",26,60000,NA
"30123","Phanera williamsii",4,7500,NA
"30124","Phanera yunnanensis",2,5000,NA
"30125","Pharus latifolius",39,92500,NA
"30126","Phaseolus acutifolius",183,460000,"hermaphroditism"
"30127","Phaseolus amblyosepalus",6,10000,"hermaphroditism"
"30128","Phaseolus angustissimus",93,222500,"hermaphroditism"
"30129","Phaseolus carterae",2,5000,NA
"30130","Phaseolus chiapasanus",7,17500,NA
"30131","Phaseolus coccineus",781,2015000,"hermaphroditism"
"30132","Phaseolus dumosus",168,425000,NA
"30133","Phaseolus filiformis",151,375000,"hermaphroditism"
"30134","Phaseolus glabellus",8,20000,"hermaphroditism"
"30135","Phaseolus hintonii",12,32500,NA
"30136","Phaseolus jaliscanus",11,22500,NA
"30137","Phaseolus leptostachyus",174,427500,NA
"30138","Phaseolus lunatus",924,2302500,"hermaphroditism"
"30139","Phaseolus macrolepis",4,10000,NA
"30140","Phaseolus maculatus",50,120000,"hermaphroditism"
"30141","Phaseolus macvaughii",5,10000,NA
"30142","Phaseolus micranthus",11,27500,NA
"30143","Phaseolus microcarpus",93,217500,"hermaphroditism"
"30144","Phaseolus nelsonii",22,45000,"hermaphroditism"
"30145","Phaseolus parvifolius",45,102500,NA
"30146","Phaseolus parvulus",51,117500,"hermaphroditism"
"30147","Phaseolus pedicellatus",116,287500,"hermaphroditism"
"30148","Phaseolus perplexus",8,22500,NA
"30149","Phaseolus polymorphus",10,20000,"hermaphroditism"
"30150","Phaseolus polystachios",322,775000,"hermaphroditism"
"30151","Phaseolus salicifolius",2,5000,NA
"30152","Phaseolus scrobiculatifolius",NA,NA,NA
"30153","Phaseolus tenellus",6,15000,NA
"30154","Phaseolus tuerckheimii",21,52500,"hermaphroditism"
"30155","Phaseolus vulcanicus",28,57500,NA
"30156","Phaseolus vulgaris",2993,7787500,"hermaphroditism"
"30157","Phaseolus xanthotrichus",22,50000,"hermaphroditism"
"30158","Phaseolus zimapanensis",16,40000,NA
"30159","Phebalium canaliculatum",12,25000,NA
"30160","Phebalium clavatum",NA,NA,NA
"30161","Phebalium elegans",1,2500,NA
"30162","Phebalium festivum",6,12500,NA
"30163","Phebalium filifolium",34,82500,NA
"30164","Phebalium glandulosum",32,67500,NA
"30165","Phebalium squamulosum",88,215000,NA
"30166","Phebalium tuberculosum",42,102500,NA
"30167","Phebalium woombye",24,52500,NA
"30168","Pheidochloa gracilis",16,40000,NA
"30169","Phellodendron amurense",372,952500,"dioecy"
"30171","Phellodendron chinense",NA,NA,"dioecy"
"30172","Phellolophium madagascariense",2,5000,NA
"30173","Phenax angustifolius",7,15000,NA
"30174","Phenax bullatus",1,2500,NA
"30175","Phenax hirtus",9,22500,NA
"30176","Phenax integrifolius",NA,NA,NA
"30177","Phenax laevigatus",7,15000,NA
"30178","Phenax laxiflorus",NA,NA,NA
"30179","Phenax madagascariensis",NA,NA,NA
"30180","Phenax mexicanus",1,2500,NA
"30181","Phenax perrieri",NA,NA,NA
"30182","Phenax rugosus",5,12500,NA
"30183","Phenax sonneratii",21,55000,NA
"30184","Phialiphora bevazahensis",8,15000,NA
"30185","Phialiphora capitulata",3,5000,NA
"30186","Philenoptera bussei",8,17500,NA
"30187","Philenoptera eriocalyx",7,15000,NA
"30188","Philenoptera laxiflora",121,292500,NA
"30189","Philenoptera violacea",93,227500,NA
"30190","Philgamia glabrifolia",1,2500,NA
"30191","Philgamia hibbertioides",2,2500,NA
"30192","Philibertia boliviana",NA,NA,NA
"30193","Philibertia candolleana",4,10000,NA
"30194","Philibertia discolor",NA,NA,NA
"30195","Philibertia fontellae",NA,NA,NA
"30196","Philibertia gilliesii",52,122500,NA
"30197","Philibertia globiflora",NA,NA,NA
"30198","Philibertia lysimachioides",19,40000,NA
"30199","Philibertia multiflora",NA,NA,NA
"30200","Philibertia parviflora",7,12500,NA
"30201","Philibertia peduncularis",NA,NA,NA
"30202","Philibertia picta",NA,NA,NA
"30203","Phillyrea angustifolia",606,1757500,"dioecy"
"30204","Phillyrea latifolia",547,1495000,"dioecy"
"30205","Philodendron deltoideum",NA,NA,"monoecy"
"30206","Philonotion americanum",2,5000,NA
"30207","Philotheca brevifolia",13,30000,NA
"30208","Philotheca verrucosa",40,102500,NA
"30209","Philyra brasiliensis",NA,NA,NA
"30210","Phippsia algida",NA,NA,NA
"30211","Phippsia concinna",NA,NA,NA
"30212","Phlebolobium maclovianum",4,10000,NA
"30213","Phlegmatospermum eremaeum",18,30000,NA
"30214","Phleum alpinum",1133,4095000,"hermaphroditism"
"30215","Phleum phleoides",1439,4310000,"hermaphroditism"
"30216","Phleum pratense",4666,14577500,"hermaphroditism"
"30217","Phlox aculeata",7,15000,"hermaphroditism"
"30218","Phlox adsurgens",24,50000,"hermaphroditism"
"30219","Phlox amoena",84,2e+05,"hermaphroditism"
"30220","Phlox amplifolia",23,50000,"hermaphroditism"
"30221","Phlox andicola",30,70000,"hermaphroditism"
"30222","Phlox austromontana",70,165000,"hermaphroditism"
"30223","Phlox buckleyi",10,22500,"hermaphroditism"
"30224","Phlox caespitosa",12,25000,"hermaphroditism"
"30225","Phlox carolina",131,337500,NA
"30226","Phlox cluteana",1,2500,"hermaphroditism"
"30227","Phlox colubrina",4,10000,"hermaphroditism"
"30228","Phlox condensata",49,102500,"hermaphroditism"
"30229","Phlox cuspidata",34,75000,"hermaphroditism"
"30230","Phlox diffusa",161,370000,"hermaphroditism"
"30231","Phlox dispersa",2,2500,"hermaphroditism"
"30232","Phlox dolichantha",3,5000,"hermaphroditism"
"30233","Phlox douglasii",28,72500,NA
"30234","Phlox floridana",6,12500,"hermaphroditism"
"30235","Phlox glaberrima",121,292500,"hermaphroditism"
"30236","Phlox griseola",8,17500,"hermaphroditism"
"30237","Phlox kelseyi",5,12500,"hermaphroditism"
"30238","Phlox longifolia",401,1e+06,"hermaphroditism"
"30239","Phlox maculata",130,325000,"hermaphroditism"
"30240","Phlox multiflora",89,207500,"hermaphroditism"
"30241","Phlox nana",49,127500,"hermaphroditism"
"30242","Phlox oklahomensis",5,10000,"hermaphroditism"
"30243","Phlox opalensis",NA,NA,"hermaphroditism"
"30244","Phlox paniculata",1410,3980000,"hermaphroditism"
"30245","Phlox pattersonii",1,2500,NA
"30246","Phlox pulchra",3,5000,"hermaphroditism"
"30247","Phlox pulvinata",34,82500,"hermaphroditism"
"30248","Phlox pungens",7,17500,"hermaphroditism"
"30249","Phlox richardsonii",14,37500,"hermaphroditism"
"30250","Phlox roemeriana",41,90000,"hermaphroditism"
"30251","Phlox sibirica",137,365000,"hermaphroditism"
"30252","Phlox speciosa",67,167500,"hermaphroditism"
"30253","Phlox stolonifera",139,367500,"hermaphroditism"
"30254","Phlox subulata",1142,3172500,"hermaphroditism"
"30255","Phlox tenuifolia",16,35000,"hermaphroditism"
"30256","Phlox triovulata",NA,NA,"hermaphroditism"
"30257","Phlox viridis",NA,NA,"hermaphroditism"
"30258","Phlox viscida",9,22500,"hermaphroditism"
"30259","Phlox woodhousei",12,27500,NA
"30260","Phoenicaulis cheiranthoides",114,262500,"hermaphroditism"
"30261","Phoenicophorium borsigianum",5,12500,NA
"30262","Phoenix acaulis",4,10000,"dioecy"
"30263","Phoenix atlantica",4,5000,"dioecy"
"30264","Phoenix caespitosa",4,10000,"dioecy"
"30265","Phoenix dactylifera",721,1867500,"dioecy"
"30266","Phoenix loureiroi",50,112500,"dioecy"
"30267","Phoenix paludosa",9,20000,"dioecy"
"30268","Phoenix pusilla",16,37500,NA
"30269","Phoenix reclinata",378,935000,"dioecy"
"30270","Phoenix roebelenii",NA,NA,"dioecy"
"30271","Phoenix rupicola",8,17500,"dioecy"
"30272","Phoenix sylvestris",103,260000,"dioecy"
"30273","Phoenix theophrasti",12,27500,NA
"30274","Pholidocarpus ihur",NA,NA,NA
"30275","Pholidocarpus kingianus",NA,NA,NA
"30276","Pholidocarpus macrocarpus",1,2500,NA
"30277","Pholidocarpus majadum",3,7500,NA
"30278","Pholidocarpus mucronatus",NA,NA,NA
"30279","Pholidocarpus sumatranus",NA,NA,NA
"30280","Pholidostachys amazonensis",NA,NA,NA
"30281","Pholidostachys dactyloides",11,25000,NA
"30282","Pholidostachys kalbreyeri",1,2500,NA
"30283","Pholidostachys occidentalis",NA,NA,NA
"30284","Pholidostachys panamensis",NA,NA,NA
"30285","Pholidostachys pulchra",4,7500,NA
"30286","Pholidostachys sanluisensis",NA,NA,NA
"30287","Pholidostachys synanthera",16,37500,NA
"30288","Photinia anlungensis",NA,NA,"hermaphroditism"
"30289","Photinia chihsiniana",NA,NA,"hermaphroditism"
"30290","Photinia davidiana",91,255000,NA
"30291","Photinia fokienensis",NA,NA,"hermaphroditism"
"30292","Photinia glabra",81,197500,"hermaphroditism"
"30293","Photinia hirsuta",NA,NA,"hermaphroditism"
"30294","Photinia impressivena",NA,NA,"hermaphroditism"
"30295","Photinia integrifolia",14,27500,"hermaphroditism"
"30296","Photinia lasiogyna",1,2500,"hermaphroditism"
"30297","Photinia megaphylla",NA,NA,"hermaphroditism"
"30298","Photinia prionophylla",NA,NA,"hermaphroditism"
"30299","Photinia serratifolia",238,602500,"hermaphroditism"
